TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
EMBR3;14,30;;-38,10;0,68;0,18;15,61;4,65;-1,21;9,93;17,63;7,71;0,53;0,46;0,62;-0,44;2,08;-1,77;-0,48;1,75;0,27;0,73;0,40;1,13;;175.763.902,81;20,91;-0,37;0,41;10.522.008.275,24
ENAT3;21,02;0,92;3,88;1,34;0,84;33,95;117,16;80,03;2,65;1,59;-1,06;-0,54;3,10;2,02;-2,08;3,26;34,68;21,60;29,10;0,62;0,38;0,27;30,52;56,70;61.570.302,12;15,67;5,43;0,00;5.589.919.212,15
ENBR3;22,34;13,08;6,01;1,06;0,39;21,81;20,22;11,44;3,40;5,47;2,07;0,64;0,69;4,51;-0,55;1,41;17,57;6,47;13,84;0,37;0,63;0,57;15,05;26,51;69.474.189,81;21,15;3,72;0,14;12.913.492.254,96
ENEV3;14,60;;15,94;2,08;1,02;37,91;31,06;22,90;11,75;15,57;3,81;0,67;3,65;10,67;-1,24;2,22;13,04;6,43;8,12;0,49;0,51;0,28;18,85;;78.150.639,23;7,01;0,91;0,97;18.954.919.732,91
ENGI11;48,73;5,87;6,25;1,85;0,32;22,46;18,47;10,52;3,56;7,26;3,70;1,92;0,66;6,27;-0,45;1,22;29,57;5,15;12,60;0,17;0,83;0,49;17,81;78,68;91.753.187,69;26,26;7,77;0,07;17.674.620.287,60
ENGI3;16,30;3,49;10,50;3,11;0,54;22,46;18,47;10,52;5,98;7,26;3,70;1,92;1,10;10,53;-0,75;1,22;29,57;5,15;12,60;0,17;0,83;0,49;17,81;78,68;150.345,31;5,25;1,55;0,11;17.674.620.287,60
ENGI4;8,13;7,05;5,21;1,54;0,27;22,46;18,47;10,52;2,97;7,26;3,70;1,92;0,55;5,22;-0,37;1,22;29,57;5,15;12,60;0,17;0,83;0,49;17,81;78,68;211.580,46;5,25;1,55;0,06;17.674.620.287,60
ENJU3;2,55;;-4,26;1,19;1,07;26,17;-127,26;-111,91;-3,75;-0,86;2,90;-0,92;4,77;1,34;-9,45;10,62;-27,98;-25,15;-31,82;0,90;0,10;0,22;;;9.499.674,62;2,15;-0,60;-0,02;502.553.688,82
ENMA3B;50,49;9,15;8,79;2,71;1,06;32,48;23,06;17,50;6,67;;1,14;0,46;1,54;13,33;-1,62;1,30;30,79;12,07;19,69;0,39;0,61;0,69;11,48;18,73;;18,66;5,75;0,25;
ENMA6B;83,99;5,50;14,62;4,50;1,76;32,48;23,06;17,50;11,09;;1,14;0,46;2,56;22,18;-2,69;1,30;30,79;12,07;19,69;0,39;0,61;0,69;11,48;18,73;;18,66;5,75;0,42;
ENMT3;81,01;4,92;15,65;6,16;1,57;27,78;22,97;15,48;10,54;13,14;2,47;1,44;2,42;28,97;-2,19;1,24;39,39;10,04;19,48;0,25;0,75;0,65;16,93;53,95;138.645,46;13,14;5,18;0,23;17.961.643.577,44
ENMT4;82,58;4,83;15,95;6,28;1,60;27,78;22,97;15,48;10,75;13,14;2,47;1,44;2,47;29,53;-2,24;1,24;39,39;10,04;19,48;0,25;0,75;0,65;16,93;53,95;42.199,14;13,14;5,18;0,24;17.961.643.577,44
EPAR3;17,61;;3,62;2,97;1,04;16,58;8,25;7,83;3,44;3,56;0,12;0,10;0,28;3,37;-3,15;1,85;82,04;28,63;49,04;0,35;0,65;3,65;44,52;101,93;51.411,04;6,06;4,97;0,01;260.951.574,08
EQPA3;6,45;6,44;13,72;4,19;1,16;28,82;20,27;12,63;8,55;10,12;1,56;0,76;1,73;9,57;-1,91;1,45;30,52;8,45;18,35;0,28;0,72;0,67;12,16;23,88;256.678,20;1,52;0,46;0,32;14.266.474.700,29
EQPA5;7,00;5,82;15,19;4,64;1,28;28,82;20,27;12,63;9,46;10,12;1,56;0,76;1,92;10,59;-2,11;1,45;30,52;8,45;18,35;0,28;0,72;0,67;12,16;23,88;4.761,00;1,52;0,46;0,36;14.266.474.700,29
EQPA6;10,48;3,91;22,57;6,89;1,91;28,82;20,27;12,63;14,07;10,12;1,56;0,76;2,85;15,74;-3,14;1,45;30,52;8,45;18,35;0,28;0,72;0,67;12,16;23,88;;1,52;0,46;0,53;14.266.474.700,29
EQPA7;6,62;6,19;14,26;4,35;1,21;28,82;20,27;12,63;8,88;10,12;1,56;0,76;1,80;9,94;-1,98;1,45;30,52;8,45;18,35;0,28;0,72;0,67;12,16;23,88;662,00;1,52;0,46;0,33;14.266.474.700,29
EQTL3;26,32;2,73;8,05;2,04;0,48;28,45;20,57;15,24;5,96;9,00;3,01;1,03;1,23;3,42;-0,74;1,67;25,30;5,99;12,13;0,24;0,76;0,39;24,97;38,99;230.134.775,04;12,94;3,27;0,33;29.916.766.502,50
ESPA3;5,73;2,44;7,88;1,97;0,64;40,70;31,99;25,26;6,22;9,52;3,28;1,04;1,99;15,75;-1,04;1,12;25,03;8,14;13,90;0,33;0,67;0,32;;;21.479.025,62;2,95;0,74;0,04;1.409.239.215,82
ESTR3;17,80;;-0,51;-0,03;0,05;39,51;9,61;-18,36;0,97;7,97;5,73;;0,09;-0,03;-0,12;0,25;-5,71;-9,77;-2,46;-1,71;2,71;0,53;1,91;;;-616,75;-35,19;-0,01;33.357.910,00
ESTR4;53,00;;-1,51;-0,09;0,15;39,51;9,61;-18,36;2,88;7,97;5,73;;0,28;-0,09;-0,35;0,25;-5,71;-9,77;-2,46;-1,71;2,71;0,53;1,91;;14.450,00;-616,75;-35,19;-0,02;33.357.910,00
ETER3;15,65;4,03;3,62;1,73;0,96;43,72;30,78;23,98;2,82;2,31;-0,53;-0,32;0,87;1,83;-3,59;3,54;47,82;26,62;44,62;0,56;0,44;1,11;6,30;;28.912.514,08;9,12;4,36;0,05;976.069.885,00
EUCA3;16,55;2,59;3,58;0,81;0,44;35,40;22,44;17,47;2,79;2,77;0,69;0,20;0,63;3,50;-0,69;1,53;22,67;12,32;18,76;0,54;0,46;0,70;16,44;66,37;59.851,33;20,38;4,62;0,02;1.129.703.263,88
EUCA4;10,09;4,63;2,20;0,50;0,27;35,40;22,44;17,47;1,71;2,77;0,69;0,20;0,38;2,15;-0,43;1,53;22,67;12,32;18,76;0,54;0,46;0,70;16,44;66,37;920.905,08;20,38;4,62;0,01;1.129.703.263,88
EVEN3;6,14;13,42;5,68;0,51;0,22;27,77;11,65;10,16;4,95;2,58;-2,37;-0,24;0,58;0,65;-0,83;1,88;8,92;3,90;7,68;0,44;0,56;0,38;5,48;162,14;11.199.324,04;12,23;1,09;0,00;1.303.800.000,00
EZTC3;17,99;4,90;9,53;0,94;0,81;46,12;32,34;44,90;13,24;10,45;-2,80;-0,20;4,28;2,37;-1,43;4,69;9,84;8,47;6,45;0,86;0,14;0,19;10,85;13,32;44.795.770,35;19,25;1,89;1,55;4.067.840.000,00
FBMC3;0,00;;0,00;0,00;0,00;-60,76;-92,67;-101,97;0,00;-0,74;-0,67;;0,00;0,00;0,00;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FBMC4;1,96;;-0,09;-0,02;0,03;-60,76;-92,67;-101,97;-0,10;-0,74;-0,67;;0,09;-0,04;-0,05;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16;0,00;904.253,84
FESA3;50,19;1,64;6,90;1,87;1,31;43,25;33,52;26,90;5,54;5,05;-0,25;-0,08;1,86;4,78;-2,22;2,95;27,12;18,93;26,74;0,70;0,30;0,70;16,87;55,97;31.663,65;26,84;7,28;0,01;4.246.720.000,00
FESA4;46,06;1,94;6,41;1,74;1,21;43,25;33,52;26,90;5,14;5,05;-0,25;-0,08;1,72;4,44;-2,07;2,95;27,12;18,93;26,74;0,70;0,30;0,70;16,87;55,97;27.003.554,54;26,84;7,28;0,01;4.246.720.000,00
FHER3;20,41;;1,70;2,18;0,39;23,29;19,63;15,55;1,34;1,91;0,56;0,91;0,26;1,33;-1,36;1,72;128,53;23,16;80,72;0,18;0,82;1,49;-3,75;72,89;32.154.817,12;9,64;12,39;0,00;1.093.302.865,20
FIGE3;0,00;;0,00;0,00;0,00;100,00;89,57;61,47;0,00;0,00;;;0,00;0,00;0,00;;2,75;2,75;;1,00;0,00;0,04;;-16,07;;100,52;2,77;0,00;0,00
FIGE4;0,00;;0,00;0,00;0,00;100,00;89,57;61,47;0,00;0,00;;;0,00;0,00;0,00;;2,75;2,75;;1,00;0,00;0,04;;-16,07;;100,52;2,77;0,00;0,00
FIQE3;5,66;2,88;26,16;2,20;1,30;49,10;28,31;17,59;16,25;13,09;-3,13;-0,42;4,60;3,98;-2,64;2,82;8,40;4,98;7,68;0,59;0,41;0,28;;;2.692.027,42;2,65;0,22;0,44;2.016.616.322,13
FLEX3;0,00;;0,00;0,00;0,00;29,76;3,16;-8,43;0,00;7,23;7,23;;0,00;0,00;0,00;0,90;-283,15;-11,07;-4,04;-0,04;1,04;1,31;1,44;;;-4,87;-13,79;0,00;0,00
FLRY3;16,03;5,86;14,56;2,75;0,84;29,10;17,23;9,04;7,63;10,86;3,22;1,16;1,32;9,51;-1,18;1,44;18,87;5,76;10,88;0,31;0,69;0,64;13,06;8,87;55.354.155,88;5,83;1,10;0,40;5.096.642.255,88
FNCN3;14,99;;-11,98;1,38;1,25;100,00;-70,28;-67,79;-11,56;-11,56;;;8,12;2,20;-3,48;9,12;-11,55;-10,47;;0,91;0,09;0,15;-19,89;;3.020,00;10,83;-1,25;0,26;13.697.532,22
FRAS3;13,56;2,18;14,18;2,71;0,97;28,98;10,66;8,18;10,89;13,13;2,22;0,55;1,16;3,81;-2,04;1,95;19,10;6,85;12,48;0,36;0,64;0,84;26,01;26,86;4.762.182,15;5,08;0,97;1,17;2.915.388.996,20
FRIO3;41,50;;-2,70;-1,40;0,09;17,15;7,98;-3,08;1,04;7,32;6,28;;0,08;-0,59;-0,28;0,83;-51,79;-3,20;9,77;-0,06;1,06;1,04;15,09;;10.987,00;-29,64;-15,35;0,05;170.430.291,00
FRTA3;4,38;;31,59;-0,14;0,28;20,86;-3,61;1,83;-16,07;-124,76;-108,69;;0,58;-0,11;-0,33;0,05;-0,44;0,90;23,67;-2,04;3,04;0,49;-19,18;;7.278,77;-31,77;0,14;-0,36;8.994.794,28
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00
G2DI33;4,97;;1,12;0,44;0,38;;;;1,11;0,97;-0,13;-0,05;;96,98;-0,44;1,03;39,39;34,38;36,31;0,87;0,13;0,00;;;763.939,04;11,35;4,47;;510.667.498,24
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;;;7,86;-0,69;0,06;1.108.871.982,40
GEPA3;28,04;10,48;-300,90;1,39;0,67;16,79;15,31;-0,65;12,85;18,15;5,38;0,58;1,97;-4,57;-0,75;0,42;-0,46;-0,22;5,76;0,48;0,52;0,34;0,20;;6.408,75;20,20;-0,09;2,97;2.615.172.383,88
GEPA4;27,81;10,57;-298,43;1,38;0,66;16,79;15,31;-0,65;12,74;18,15;5,38;0,58;1,95;-4,53;-0,74;0,42;-0,46;-0,22;5,76;0,48;0,52;0,34;0,20;;29.045,96;20,20;-0,09;2,95;2.615.172.383,88
GETT11;3,36;9,40;13,33;1,91;0,11;38,35;19,43;16,69;11,45;;2,50;0,42;2,22;4,40;-3,23;1,03;14,33;0,81;6,86;0,06;0,94;0,05;;;4.052.882,88;1,78;0,26;0,42;
GETT3;1,69;8,95;6,66;0,95;0,05;38,35;19,43;16,69;5,72;;2,50;0,42;1,11;2,20;-1,62;1,03;14,33;0,81;6,86;0,06;0,94;0,05;;;435.505,73;1,78;0,26;0,21;
GETT4;1,70;9,79;6,70;0,96;0,05;38,35;19,43;16,69;5,76;;2,50;0,42;1,12;2,21;-1,63;1,03;14,33;0,81;6,86;0,06;0,94;0,05;;;378.123,88;1,78;0,26;0,21;
GFSA3;1,92;;8,10;0,36;0,14;25,50;25,74;9,93;3,12;7,67;4,54;0,53;0,80;0,43;-0,36;2,13;4,47;1,72;3,71;0,38;0,62;0,17;-2,22;;12.643.624,88;5,38;0,24;-0,04;651.270.253,11
GGBR3;22,95;13,45;2,59;0,94;0,54;26,57;26,83;19,78;1,91;2,63;0,34;0,17;0,51;2,16;-0,98;2,33;36,19;20,99;28,69;0,58;0,42;1,06;15,78;;1.514.029,08;24,90;9,01;0,00;47.689.070.481,18
GGBR4;29,96;10,39;3,36;1,21;0,70;26,57;26,83;19,78;2,47;2,63;0,34;0,17;0,66;2,79;-1,26;2,33;36,19;20,99;28,69;0,58;0,42;1,06;15,78;;441.927.501,62;24,90;9,01;0,01;47.689.070.481,18
GGPS3;15,55;1,21;25,92;4,72;1,57;16,86;9,21;6,04;17,00;17,70;0,70;0,19;1,57;5,40;-3,27;2,27;18,20;6,05;10,32;0,33;0,67;1,00;;;36.669.336,62;3,29;0,60;1,94;10.312.732.705,50
GMAT3;5,22;;15,25;1,79;1,16;23,32;5,77;4,78;12,64;13,93;1,22;0,17;0,73;2,50;-3,14;3,80;11,72;7,62;10,59;0,65;0,35;1,59;;;38.394.691,27;2,93;0,34;3,34;11.488.599.610,80
GNDI3;66,95;2,83;-3.584,81;5,84;2,38;18,55;3,28;-0,10;104,45;109,34;4,90;0,27;3,42;79,65;-3,01;1,17;-0,16;-0,07;2,22;0,41;0,59;0,69;29,03;;614.805.285,20;11,47;-0,02;35,34;41.526.443.086,05
GOAU3;10,57;22,18;2,27;0,26;0,15;26,57;26,78;6,46;0,55;0,91;0,31;0,15;0,15;0,59;-0,28;2,38;11,61;6,79;28,18;0,58;0,42;1,05;15,78;;941.030,35;40,12;4,66;0,00;12.481.157.894,43
GOAU4;11,97;19,50;2,58;0,30;0,17;26,57;26,78;6,46;0,62;0,91;0,31;0,15;0,17;0,67;-0,32;2,38;11,61;6,79;28,18;0,58;0,42;1,05;15,78;;108.922.668,62;40,12;4,66;0,01;12.481.157.894,43
GOLL4;16,87;;-7,35;-2,52;3,69;-15,61;-51,59;-97,15;-13,85;-4,63;-2,90;;7,14;-6,33;-4,53;0,24;-34,30;-50,14;43,99;-1,46;2,46;0,52;-5,51;;134.621.936,31;-6,62;-2,27;-0,36;6.688.132.696,96
GPAR3;31,06;1,63;18,41;1,53;1,09;78,63;81,72;48,54;10,94;10,21;-0,73;-0,10;8,94;6,60;-1,39;4,08;8,28;5,91;8,98;0,71;0,29;0,12;-9,31;-38,08;5.644,71;20,36;1,69;-0,88;2.420.457.097,92
GPIV33;6,20;;0,53;0,09;0,07;100,00;82,88;69,03;0,44;-1,19;-1,62;-0,32;0,36;0,28;-0,10;6,60;16,45;13,47;19,04;0,82;0,18;0,20;6,19;50,37;149.530,85;72,65;11,95;0,00;277.668.556,20
GRAO3;0,00;;0,00;0,00;0,00;2,06;1,19;0,42;0,00;8,02;8,02;7,55;0,00;0,00;0,00;1,16;33,00;0,95;3,91;0,03;0,97;2,27;;;;0,31;0,10;0,00;0,00
GRND3;10,02;8,57;15,16;2,23;2,00;43,97;16,80;25,66;23,15;20,29;-2,84;-0,27;3,89;3,40;-6,09;8,02;14,68;13,20;8,03;0,90;0,10;0,51;2,75;-1,08;22.709.424,27;4,54;0,67;0,31;9.102.794.400,00
GSHP3;30,00;;-0,23;-0,08;0,03;73,20;38,55;-196,40;1,15;34,33;33,18;;0,44;1,07;-0,04;1,18;-35,37;-14,86;2,54;-0,42;1,42;0,08;-12,81;;13.181,50;-375,91;-132,97;0,00;57.863.070,00
GUAR3;10,65;4,90;11,92;1,03;0,37;53,84;5,70;6,27;13,12;16,71;3,61;0,28;0,75;1,97;-0,96;1,45;8,60;3,13;1,92;0,36;0,64;0,50;4,05;7,37;16.447.998,31;10,55;0,91;-0,01;5.336.448.000,00
HAGA3;7,58;;11,32;-1,47;1,50;28,86;21,82;19,27;9,99;3,69;-1,20;;2,18;4,42;-8,53;1,70;-12,96;13,29;-22,51;-1,03;2,03;0,69;9,48;19,66;473.739,50;-5,20;0,67;0,26;44.188.668,52
HAGA4;1,85;;2,71;-0,35;0,36;28,86;21,82;19,27;2,40;3,69;-1,20;;0,52;1,06;-2,05;1,70;-12,96;13,29;-22,51;-1,03;2,03;0,69;9,48;19,66;104.636,73;-5,20;0,67;0,06;44.188.668,52
HAPV3;11,47;0,33;163,71;7,71;3,87;31,02;5,50;5,04;150,01;156,24;6,50;0,33;8,25;609,36;-4,60;1,04;4,71;2,37;3,31;0,50;0,50;0,47;26,62;1,72;425.476.207,62;1,48;0,07;-4,49;81.851.655.501,36
HBOR3;4,04;1,16;5,42;0,30;0,13;26,46;15,90;10,65;3,63;9,71;6,10;0,51;0,58;0,30;-0,33;3,15;5,56;2,34;4,16;0,42;0,58;0,22;1,00;;3.662.768,92;13,56;0,75;0,02;542.096.841,60
HBRE3;6,83;;4,51;0,30;0,19;84,02;352,14;177,66;2,28;4,16;1,85;0,24;8,02;2,14;-0,22;2,39;6,64;4,14;8,18;0,62;0,38;0,02;;;261.277,08;22,79;1,51;-0,01;700.653.180,99
HBSA3;3,36;;-7,74;2,10;0,40;21,04;7,68;-30,40;30,64;80,43;49,97;3,43;2,35;4,20;-0,50;2,04;-27,18;-5,20;0,73;0,19;0,81;0,17;23,22;;9.728.855,54;1,64;-0,45;-0,03;2.570.093.333,34
HBTS5;48,50;0,33;2,33;0,97;0,34;64,47;5,57;71,10;29,79;41,62;11,83;0,39;1,66;57,29;-0,38;1,06;41,72;14,35;0,18;0,34;0,66;0,20;37,96;;27.237,00;49,81;20,78;0,00;442.983.819,50
HETA3;96,00;;110,52;-0,09;4,81;100,00;88,69;16,93;21,09;147,99;139,85;;18,71;-0,63;-5,17;0,01;-0,08;4,36;-1,01;-54,54;55,54;0,26;-0,71;-31,99;42.600,00;-1.087,41;0,87;-1,10;18.901.479,28
HETA4;7,28;;8,38;-0,01;0,37;100,00;88,69;16,93;1,60;147,99;139,85;;1,42;-0,05;-0,39;0,01;-0,08;4,36;-1,01;-54,54;55,54;0,26;-0,71;-31,99;16.120,35;-1.087,41;0,87;-0,08;18.901.479,28
HGTX3;37,50;0,28;101,99;3,57;2,48;40,58;-0,59;4,10;-707,65;-713,65;-5,99;0,03;4,18;7,50;-5,59;2,47;3,51;2,43;-7,32;0,69;0,31;0,59;-7,54;-26,63;109.503.605,67;10,49;0,37;-1,23;6.095.022.637,50
HOOT3;0,00;;0,00;0,00;0,00;60,75;-63,60;-86,59;0,00;-0,48;0,20;;0,00;0,00;0,00;0,04;-7,89;-8,77;8,18;-1,11;2,11;0,10;-20,33;;;-27,56;-2,17;0,00;19.894.124,88
HOOT4;2,52;;-1,16;-0,09;0,10;60,75;-63,60;-86,59;-1,58;-0,48;0,20;;1,00;-0,07;-0,11;0,04;-7,89;-8,77;8,18;-1,11;2,11;0,10;-20,33;;21.955,15;-27,56;-2,17;0,02;19.894.124,88
HYPE3;38,74;3,22;18,26;2,47;1,23;64,05;33,15;22,40;12,34;14,92;2,58;0,52;4,09;6,54;-1,82;2,34;13,53;6,71;11,29;0,50;0,50;0,30;12,96;2,46;150.654.551,04;15,52;2,10;6,74;24.583.062.140,63
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IFCM3;11,90;;-85,64;2,60;1,21;48,52;-6,70;-9,25;-118,13;-123,99;-5,46;0,12;7,92;-870,86;-1,78;1,00;-3,04;-1,41;-1,82;0,47;0,53;0,15;;;12.274.853,88;4,57;-0,14;-0,17;3.388.086.758,16
IGBR3;37,56;;-0,60;-0,05;0,37;104,76;-999,94;-1.494,05;-0,89;-10,56;-9,67;;8,95;-0,11;-0,44;0,05;-7,53;-62,14;10,13;-8,26;9,26;0,04;-9,35;;746.175,12;-834,46;-62,81;0,04;46.893.600,00
IGSN3;0,00;;0,00;0,00;0,00;31,72;10,14;-4,62;0,00;40,84;40,84;1,52;0,00;0,00;0,00;0,63;-1,69;-0,45;-0,44;0,27;0,73;0,10;16,89;;;6,75;-0,11;0,00;0,00
IGTA3;33,00;0,86;17,04;1,71;0,82;56,90;45,20;39,92;15,05;18,83;3,78;0,43;6,80;3,41;-1,16;5,09;10,03;4,79;3,19;0,48;0,52;0,12;5,10;16,18;70.275.318,31;19,31;1,94;0,25;5.828.182.074,00
IGTI11;21,24;;33,10;2,30;1,07;56,97;39,79;27,86;23,17;20,50;4,16;0,41;9,22;4,29;-1,58;4,64;6,95;3,24;2,20;0,47;0,53;0,12;5,11;61,79;49.797.263,85;9,19;0,64;0,16;5.596.470.345,70
IGTI3;2,65;0,43;12,55;0,87;0,41;56,97;39,79;27,86;8,79;20,50;4,16;0,41;3,50;1,63;-0,60;4,64;6,95;3,24;2,20;0,47;0,53;0,12;5,11;61,79;1.149.197,58;3,06;0,21;0,06;5.596.470.345,70
IGTI4;0,00;;0,00;0,00;0,00;56,97;39,79;27,86;0,00;20,50;4,16;0,41;0,00;0,00;0,00;4,64;6,95;3,24;2,20;0,47;0,53;0,12;5,11;61,79;;3,06;0,21;0,00;5.596.470.345,70
INEP3;1,17;;0,16;-0,16;0,14;35,20;5.810,08;5.277,91;0,15;0,73;0,59;;8,43;-0,23;-0,15;0,12;-102,09;85,40;-339,00;-0,84;1,84;0,02;-18,75;;1.705.740,46;-7,24;7,39;0,00;202.603.549,40
INEP4;1,17;;0,16;-0,16;0,14;35,20;5.810,08;5.277,91;0,15;0,73;0,59;;8,43;-0,23;-0,15;0,12;-102,09;85,40;-339,00;-0,84;1,84;0,02;-18,75;;730.984,00;-7,24;7,39;0,00;202.603.549,40
INNT3;0,00;;0,00;0,00;0,00;23,92;10,58;6,51;0,00;3,38;3,38;2,10;0,00;0,00;0,00;1,36;38,12;3,68;13,60;0,10;0,90;0,57;38,73;18,62;;0,89;0,34;0,00;0,00
INTB3;31,71;1,07;28,88;5,48;2,96;29,45;11,75;11,81;29,03;27,65;-1,35;-0,26;3,41;6,24;-17,53;2,33;18,99;10,25;14,98;0,54;0,46;0,87;;;45.613.905,04;5,86;1,11;2,60;10.470.451.075,60
IRBR3;3,36;;-6,24;1,17;0,19;-19,74;-25,11;-8,55;-2,12;-2,12;;;0,53;-1,27;-0,49;0,81;-18,78;-3,01;;0,16;0,84;0,35;13,98;;54.489.842,65;2,87;-0,54;0,11;4.298.148.225,48
ITEC3;40,10;;-35,12;22,04;9,22;-121,18;-18.852,94;-7.435,88;-13,85;-13,21;0,64;-1,02;2.611,73;25,42;-16,70;5,23;-62,76;-26,24;-174,07;0,42;0,58;0,00;-75,29;;;1,82;-1,14;1,36;443.994.658,60
ITSA3;10,56;5,36;7,64;1,34;1,08;35,18;160,31;149,33;7,11;7,32;0,27;0,05;11,40;23,62;-1,22;1,68;17,55;14,19;16,64;0,81;0,19;0,10;11,75;8,24;2.567.367,15;7,87;1,38;0,10;92.160.397.338,70
ITSA4;10,34;5,45;7,51;1,32;1,07;35,18;160,31;149,33;7,00;7,32;0,27;0,05;11,22;23,24;-1,20;1,68;17,55;14,19;16,64;0,81;0,19;0,10;11,75;8,24;248.201.769,31;7,87;1,38;0,10;92.160.397.338,70
ITUB3;22,72;2,99;8,38;1,36;0,11;64,58;21,58;13,68;5,31;5,77;;;1,15;;-0,11;;16,27;1,29;;0,08;0,92;0,09;2,26;4,35;23.535.611,54;16,78;2,73;0,20;242.727.205.451,94
ITUB4;26,67;2,55;9,80;1,60;0,13;64,58;21,58;13,68;6,21;5,77;;;1,34;;-0,13;;16,27;1,29;;0,08;0,92;0,09;2,26;4,35;978.425.629,69;16,78;2,73;0,24;242.727.205.451,94
JALL3;9,56;3,04;8,75;2,14;0,76;61,97;59,78;24,29;3,55;4,67;1,11;0,67;2,12;2,59;-1,44;2,58;24,51;8,64;23,87;0,35;0,65;0,36;;;9.567.226,88;4,51;1,10;0,19;2.808.463.277,23
JBSS3;37,47;8,10;4,08;1,75;0,40;18,87;9,20;5,84;2,59;4,70;2,11;1,42;0,24;3,47;-0,68;1,40;42,86;9,89;18,25;0,23;0,77;1,69;15,53;144,69;391.757.370,69;21,29;9,13;0,01;84.337.206.255,90
JFEN3;1,17;;-0,66;-0,19;0,10;-1.431,73;-4.728,29;-4.450,37;-0,62;-3,46;-2,85;;29,24;-0,76;-0,65;0,86;-28,96;-15,75;379,34;-0,54;1,54;0,00;-55,23;;376.673,27;-6,20;-1,80;-0,05;124.140.501,70
JHSF3;6,58;5,17;4,55;1,00;0,54;69,44;55,47;49,99;4,10;5,07;0,99;0,24;2,27;3,81;-0,72;2,42;22,07;11,93;16,85;0,54;0,46;0,24;39,13;;38.128.183,23;6,63;1,46;0,08;4.515.356.242,74
JOPA3;26,85;3,19;9,24;0,39;0,13;19,84;4,18;1,54;3,40;9,81;6,40;0,74;0,14;0,33;-0,44;2,21;4,25;1,40;3,43;0,33;0,67;0,91;11,31;0,03;11.918,43;68,43;2,91;-2,71;306.658.435,77
JOPA4;36,00;2,62;12,39;0,53;0,17;19,84;4,18;1,54;4,55;9,81;6,40;0,74;0,19;0,45;-0,59;2,21;4,25;1,40;3,43;0,33;0,67;0,91;11,31;0,03;3.600,00;68,43;2,91;-3,64;306.658.435,77
JSLG3;7,22;3,29;7,67;1,56;0,29;15,38;12,20;6,30;3,96;9,68;5,71;2,25;0,48;1,44;-0,46;2,19;20,36;3,80;8,98;0,19;0,81;0,60;-8,01;;4.511.843,46;4,64;0,95;0,15;2.085.218.247,84
KEPL3;51,90;6,22;10,07;3,37;1,53;27,03;16,71;12,61;7,60;7,26;-0,34;-0,15;1,27;12,08;-3,93;1,26;33,50;15,18;29,17;0,45;0,55;1,20;20,87;;17.705.700,50;15,41;5,16;0,08;1.558.473.060,65
KLBN11;23,72;3,02;8,75;3,73;0,63;45,77;33,41;18,32;4,80;8,59;3,80;2,95;1,60;3,17;-0,94;2,49;42,62;7,18;12,34;0,17;0,83;0,39;18,37;4,00;167.050.648,08;6,31;2,69;-0,04;26.482.746.451,78
KLBN3;5,50;2,58;10,23;4,36;0,73;45,77;33,41;18,32;5,61;8,59;3,80;2,95;1,87;3,71;-1,10;2,49;42,62;7,18;12,34;0,17;0,83;0,39;18,37;4,00;850.872,23;1,26;0,54;-0,05;26.482.746.451,78
KLBN4;4,56;3,15;8,39;3,58;0,60;45,77;33,41;18,32;4,60;8,59;3,80;2,95;1,54;3,04;-0,90;2,49;42,62;7,18;12,34;0,17;0,83;0,39;18,37;4,00;3.341.227,92;1,26;0,54;-0,04;26.482.746.451,78
KRSA3;3,73;;-44,79;2,15;0,72;25,57;10,53;-5,05;21,49;31,21;9,72;0,97;2,26;9,65;-0,97;1,42;-4,81;-1,62;2,49;0,34;0,66;0,32;;;3.361.517,12;1,73;-0,08;0,09;2.854.070.728,08
